BIANA ID	UniProt ID	genesymbol	description	geneid	Equivalent Entries
407892	A2A3N6	PIPSL	Putative PIP5K1A and PSMD4-like protein	-	Q6NUK8
171781	O15382	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	587	O00269; Q96KG1; B2RB87; Q9BUU6; Q9BTB6; KEGG::587
103953	O14939	PLD2	Phospholipase D2	5338	Q6PGR0; O14939,Q6; I3L2C9; Q96BY3; O43580; O43579; O43540; KEGG::5338
405499	Q8N6C7	MIR7-3HG	Putative uncharacterized protein encoded by MIR7-3HG	-	D6W630; Q17RJ9; Q8N6C6
184422	Q9ULG6	CCPG1	Cell cycle progression protein 1	9236	Q8IYV8; Q9BY53; A0PJH3; A8K9T0; O14712; Q5U5S7; Q05DG4; Q9HA17; KEGG::9236
72564	Q13347	EIF3I	Eukaryotic translation initiation factor 3 subunit I	8668	Q13347,Q5; Q5U0F4; KEGG::8668
218747	A6NHG4	DDTL	D-dopachrome decarboxylase-like protein	100037417	B4DJJ7; KEGG::100037417
636606	P62699	YPEL5	Protein yippee-like 5	51646	Q9UMX7; Q9Y3C9; Q9D6M1; D6W568; Q65Z97; Q8R174; KEGG::51646
518566	Q9BZR6	RTN4R	Reticulon-4 receptor	65078	D3DX28; KEGG::65078
101554	O43556	SGCE	Epsilon-sarcoglycan	8910	E9PF60; G5E9K6; Q8NFG8; Q75MH8; Q6L8P0,O4; Q8WW28; D6W5Q8; B2R8N2; Q6L8P0; KEGG::8910
46636	Q70Z44	HTR3D	5-hydroxytryptamine receptor 3D	200909	J3QT78; Q495N5; Q495N6; C9J2I6; Q7Z6B3; F6WC43; KEGG::200909
46637	P47898	HTR5A	5-hydroxytryptamine receptor 5A	3361	Q2M2D2; A4D2N2; KEGG::3361
522573	Q8TB61	SLC35B2	Adenosine 3'-phospho 5'-phosphosulfate transporter 1	347734	Q8NBK6; Q5T9W2; Q7Z2G3; Q53GA3; Q5T9W1; Q2VY06; Q96AR6; KEGG::347734
48100	Q96P47	AGAP3	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3	116988	Q59EN0; Q86XV5; Q96RK3; E9PAL8; KEGG::116988
415200	Q16821	PPP1R3A	Protein phosphatase 1 regulatory subunit 3A	5506	Q7KYM8; Q75LN8; A0AVQ2; A4D0T6; O43476; Q86UI6; KEGG::5506
190689	Q96E40	C9orf9	Uncharacterized protein C9orf9	11092	Q9UGQ0; KEGG::11092
149343	Q10567	AP1B1	AP-1 complex subunit beta-1	162	F8WDL0; Q20WL3; C9JRD1; P78436; Q86X54; Q86X54,Q1; KEGG::162
415205	Q86XI6	PPP1R3B	Protein phosphatase 1 regulatory subunit 3B	79660	Q9H812; B3KTV3; KEGG::79660
243023	Q9BS26	ERP44	Endoplasmic reticulum resident protein 44	23071	Q4VXC1; O60319; Q5VWZ7; Q8WX67; Q6UW14; KEGG::23071
415209	Q9UQK1	PPP1R3C	Protein phosphatase 1 regulatory subunit 3C	5507	B2R7X0; O95686; KEGG::5507
413406	Q08209	PPP3CA	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	5530	B5BUA2; A8K3B7; A8W6Z7; Q8TAW9; Q08209,A8; KEGG::5530
54439	P12644	BMP4	Bone morphogenetic protein 4	652	Q9UM80; P12644,Q5; Q53XC5; KEGG::652
410585	Q92871	PMM1	Phosphomannomutase 1	5372	A8K003,Q9; Q92586; A8K003; KEGG::5372
179258	O75808	SOLH	Calpain-15	6650	B1B1M4; Q9BUW0; Q2KHS2; Q8WTY9; KEGG::6650
58563	P51797	CLCN6	Chloride transport protein 6	1185	Q99427; P78521; B4DGT7; Q5SNW3; Q17R81; Q5SNX3; A8K1T4; Q5SNX1; Q99429; Q99428; O60818; Q5SNX2; Q5SNW2; P78520; O60819; O60821; O60820; KEGG::1185
264421	O14610	GNGT2	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2	2793	B2R746; D3DTW5; KEGG::2793
49850	Q66PJ3	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4	51329	Q96BI2; Q9NR05; Q9P2R9; Q504R8; Q66PJ3,B3; B3V0L0; Q4F966; A4UCR8; KEGG::51329
58561	P51795	CLCN5	H(+)/Cl(-) exchange transporter 5	1184	B3KPN6; B3KPN6,P5; Q7RTN8; A1L475; B3KRR2; Q5JQD5; KEGG::1184
540261	Q96SI9	STRBP	Spermatid perinuclear RNA-binding protein	55342	Q32NB9; Q9BUE1; Q9H7V1; Q9H0B4; Q9BXG4; Q9NUK4; KEGG::55342
245680	Q6UX46	FAM150B	Protein FAM150B	285016	B5MC76; KEGG::285016
252134	Q9UHY8	FEZ2	Fasciculation and elongation protein zeta-2	9637	Q5EBN3; Q99690; Q76LN0; Q9UHY8,Q5; KEGG::9637
48106	P70280; P52594	AGFG1	Arf-GAP domain and FG repeat-containing protein 1	3267	Q4VAS0; Q53R11; B3KUL1; Q15277; Q4VAS3; Q4VAS1; E9PHX7; Q53QT8; B3KUL1,P5; KEGG::3267
93865	O75069	TMCC2	Transmembrane and coiled-coil domains protein 2	9911	B7Z1P7; A2RRH3; Q6ZN09; KEGG::9911
540267	Q7RTU9	STRC	Stereocilin	161497	KEGG::161497
540266	A6NGW2	STRCP1	Putative stereocilin-like protein	-	-
255800	Q5VTL7	FNDC7	Fibronectin type III domain-containing protein 7	163479	Q6PF16; Q8NA51; E9PAZ5; A1L468; KEGG::163479
285648	Q9Y5Z7	HCFC2	Host cell factor 2	29915	B2R8Q5; KEGG::29915
368442	Q8NFW9	MYRIP	Rab effector MyRIP	25924	Q8IUF5; G3XAI8; B7Z9V3; B7Z2H1; B3KWW4; B3KWM3; Q32M41; Q569F7; Q9Y3V4; KEGG::25924
444759	P00797	REN	Renin	5972	Q6FI38; Q6T5C2; KEGG::5972
223977	P56177	DLX1	Homeobox protein DLX-1	1745	Q53ZU4; D3DPD7; P56177,Q7; Q8IYB2; Q7Z724; KEGG::1745
267711	Q8WXD5	GEMIN6	Gem-associated protein 6	79833	B2RDP8; Q53SI5; Q8WVB4; Q9H5G6; KEGG::79833
66993	Q8N350	C19orf26; DOS	Protein Dos	255057	O43385; K7EJP2; KEGG::255057
2668193	C3PTT6	PAUF	-	-	-
254996	P31512	FMO4	Dimethylaniline monooxygenase [N-oxide-forming] 4	2329	Q53XR0; KEGG::2329
49852	Q8N6S5	ARL6IP6	ADP-ribosylation factor-like protein 6-interacting protein 6	151188	B3KMZ5; B2RDS6; Q7Z4G7; Q8N6S5,B3; KEGG::151188
252297	P11362	FGFR1	Fibroblast growth factor receptor 1	2260	Q9UDF2; Q53H63; Q59H40; C1KBH8; Q8N685; Q14307; Q02063; A8K6T9; Q02065; Q14306; P17049; P11362,Q5; Q9UDF0; Q9UDF1; Q9UD50; A8K8V5; Q5BJG2; KEGG::2260
577111	Q5TGU0	TSPO2	Translocator protein 2	222642	B2RPR2; B7ZMN8; Q3SX82; KEGG::222642
306529	P29460	IL12B	Interleukin-12 subunit beta	3593	Q9NPF7; KEGG::3593
341795	Q9ULC4	MCTS1	Malignant T-cell-amplified sequence 1	28985	B4DGY2; Q502X6; Q9ULC4,B4; KEGG::28985
82227	Q96KK5	HIST1H2AH	Histone H2A type 1-H	85235	A3KPC7; KEGG::85235
84609	P09601	HMOX1	Heme oxygenase 1	3162	P09601,Q6; Q6FH11; KEGG::3162
82222	P04908	HIST1H2AB; HIST1H2AE	Histone H2A type 1-B/E	3012; 8335	Q08AJ9; P04908,Q0; P28001; Q76P63; KEGG::8335; KEGG::3012
252292	Q8TAT2	FGFBP3	Fibroblast growth factor-binding protein 3	143282	B2RD68; Q8NBN0; KEGG::143282
413698	Q8IY26	PPAPDC2	Presqualene diphosphate phosphatase	403313	Q5JVJ6; Q8NCK9; B3KY05; KEGG::403313
212633	P28325	CST5	Cystatin-D	1473	Q5JRF5; Q9UCA0; KEGG::1473
58568	P78369	CLDN10	Claudin-10	9071	Q6IBF9; Q96N78; KEGG::9071
2740153	Q9Y6X7	KIAA0864	-	-	-
212635	O60759	CYTIP	Cytohesin-interacting protein	9595	Q15630; Q8NE32; KEGG::9595
252291	Q9BYJ0	FGFBP2	Fibroblast growth factor-binding protein 2	83888	KEGG::83888
350298	Q8TD08	MAPK15	Mitogen-activated protein kinase 15	225689	Q8N362; Q2TCF9; KEGG::225689
532282	Q9BSF0	C2orf88	Small membrane A-kinase anchor protein	84281	Q53TC7; D3DPI3; KEGG::84281
274018	P02729	-	Urine glycopeptide	-	-
350296	Q16539	MAPK14	Mitogen-activated protein kinase 14	1432	B0LPH0; Q13083; Q14084; Q8TDX0; O60776; A6ZJ92; A8K6P4; KEGG::1432
275767	Q96P66	GPR101	Probable G-protein coupled receptor 101	83550	Q8NG93; Q5JSM8; KEGG::83550
49308	Q68DC2	ANKS6	Ankyrin repeat and SAM domain-containing protein 6	203286	Q8N9L6; Q5VSL4; B3KXP1; Q5VSL0; Q5VSL3; A0SE62; Q6P2R2; Q5VSL2; Q96D62; Q68DB8; KEGG::203286
408606	Q4KWH8	PLCH1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1	23007	Q9UPT3; Q68CN0; Q86XK4; Q4KWH9; Q9H9U2; Q29RV9; KEGG::23007
390157	Q8IXM7	ODF3L1	Outer dense fiber protein 3-like protein 1	161753	KEGG::161753
637762	Q8WZ26	-	Putative uncharacterized protein PP6455	-	-
408608	O75038	PLCH2	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2	9651	Q8TEH5; Q86XJ2; Q3LUA8; B9DI80; Q8WUS6; Q86XU1; Q86YU7; A2VCM3; KEGG::9651
408609	Q15111	PLCL1	Inactive phospholipase C-like protein 1	5334	Q3MJ90; Q7Z3S3; Q53SD3; KEGG::5334
49306	Q9Y2G4	ANKRD6	Ankyrin repeat domain-containing protein 6	22881	B7Z3D2; Q5JUJ5; Q5JUJ4; Q9UFQ9; Q9NU24; Q8IUQ8; B3KUC3; C9JJE8; KEGG::22881
98860	Q75RY0; Q14524	SCN5A	Sodium channel protein type 5 subunit alpha	6331	Q86UR3; E9PEK2; E9PFW7; Q8IZC9; Q75RX9; E9PEF3; A5H1P8; K4DIA1; E9PHB6; A6N922; A6N923; Q59H93; Q86V90; E9PG18; Q14524,Q8; B2RTU0; H9KVD2; Q96J69; KEGG::6331
98867	O60502	MGEA5	Bifunctional protein NCOAT; Protein O-GlcNAcase; Histone acetyltransferase	10724	E9PGF9; Q9HAR0; Q9BVA5; Q8IV98; D3DR79; O75166; Q86WV0; B7WPB9; KEGG::10724
92425	Q5S007	LRRK2	Leucine-rich repeat serine/threonine-protein kinase 2	120892	Q8NCX9; Q17RV3; A6NJU2; Q6ZS50; KEGG::120892
90649	Q7RTX1	TAS1R1	Taste receptor type 1 member 1	80835	Q5SY22; Q5SY24; Q8TDJ9; Q8TDJ8; Q8TDJ7; B2RMX0; Q8TDK0; A8K7J9; Q8NGZ7; KEGG::80835
239216	Q8WYP5	AHCTF1	Protein ELYS	25909	Q7Z4E3; Q9Y4Q6; Q96EH9; A6NGM0; A8MZ86; Q8IZA4; A8MSG9; KEGG::25909
381985	Q96KG9	SCYL1	N-terminal kinase-like protein	57410	Q96KH1; Q9HAW5; Q9NR53; Q96G50; A6NJF1; Q9HBL3; Q96KG8; KEGG::57410
268637	Q9UG22	GIMAP2	GTPase IMAP family member 2	26157	Q96L25; KEGG::26157
637767	Q6ZPA2	-	Putative uncharacterized protein FLJ26174	100996314	KEGG::100996314
93167	P35590	TIE1	Tyrosine-protein kinase receptor Tie-1	7075	B4DTW8; KEGG::7075
593326	O60504	SORBS3	Vinexin	10174	Q9UQE4; Q5BJE4; Q96FY4; O60504,Q9; Q6NX54; KEGG::10174
530622	Q11201	ST3GAL1	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	6482	O60677; Q9UN51; KEGG::6482
106728	Q9H3S3	TMPRSS5	Transmembrane protease serine 5	80975	Q0P513; KEGG::80975
93330	Q8NEM0	MCPH1	Microcephalin	79648	B4DWW2; E9PH63; Q9H9C7; Q66GU1; KEGG::79648
340926	O95243	MBD4	Methyl-CpG-binding domain protein 4	8930	D3DNC3; Q96F09; D3DNC4; Q7Z4T3; KEGG::8930
340920	Q9UBB5	MBD2	Methyl-CpG-binding domain protein 2	8932	O95242; Q9UIS8; KEGG::8932
340923	O95983	MBD3	Methyl-CpG-binding domain protein 3	53615	Q86XF4; Q6PJZ9; Q6PIL9; D6W5Z2; A8K4B7; KEGG::53615
340928	Q9P267	MBD5	Methyl-CpG-binding domain protein 5	55777	Q53SR1; A5HMQ4; Q9NUV6; A7E2B1; KEGG::55777
109442	Q6ZUM4	ARHGAP27	Rho GTPase-activating protein 27	201176	Q6ZUM4,Q8; A4FU35; Q6NWZ8; C9JTF3; Q8WY58; Q8N2Y9; A8K3N5; Q494U0; KEGG::201176
109443	Q9BSA4	DKFZp761E0417; TTYH2	Protein tweety homolog 2	94015	Q8N3U8,Q9; Q8NBB7; Q6AWB4; B3KX97; Q3B7H8; Q8N3U8; Q96PK1; Q3B7R9; KEGG::94015
109441	Q8N2Y6; Q15911	ZFHX3	Zinc finger homeobox protein 3	463	O15101; Q15911,Q8; D3DWS8; Q13719; KEGG::463
560010	Q9P273	TENM3	Teneurin-3	55714	Q9NZJ2; Q9NVW1; Q5XUL9; Q96SY2; Q9NV77; KEGG::55714
444628	Q8WXF3	RLN3	Relaxin-3; Relaxin-3 B chain; Relaxin-3 A chain	117579	Q6UXW5; KEGG::117579
92896	P49589	CARS	Cysteine--tRNA ligase, cytoplasmic	833	Q9HD25; Q5HYE4; Q9HD24; A8MVQ3,P4; Q53XI8; B4DPV7; KEGG::833
560014	Q6N022	TENM4	Teneurin-4	26011	Q7Z3C7; Q9Y4S2; Q96MS6; A6ND26; Q9P2P4; KEGG::26011
444622	P04808	RLN1	Prorelaxin H1; Relaxin B chain; Relaxin A chain	6013	Q9UQJ1; Q99936; KEGG::6013
444626	P04090	RLN2	Prorelaxin H2; Relaxin B chain; Relaxin A chain	6019	Q9UQJ2; A0AVM0; Q99936; Q9UCX3; KEGG::6019
232496	Q8NCM8	DYNC2H1	Cytoplasmic dynein 2 heavy chain 1	79659	O00432; Q6ZUM6; Q8N977; Q16693; Q9HAE4; Q3C1U8; Q4AC93; Q7Z363; Q6ZMX7; Q92815; KEGG::79659
2719914	P43631	-	-	-	Q14949; Q14950
2719915	P43631	-	-	-	Q14949; Q14950
338109	Q6P0N0	MIS18BP1	Mis18-binding protein 1	55320	Q9NUR5; Q86V14; Q9Y4X9; Q96PY4; D3DSA7; KEGG::55320
338106	Q567V2	MPV17L2	Mpv17-like protein 2	84769	Q96QA0; Q96P34; Q9BSG4; KEGG::84769
373207	Q13232	NME3	Nucleoside diphosphate kinase 3	4832	Q9BWH4; KEGG::4832
181489	P56539	CAV3	Caveolin-3	859	Q3T1A4; A8K777,P5; A8K777; KEGG::859
192522	O14967	CLGN	Calmegin	1047	B3KS90; D3DNY8; KEGG::1047
594189	Q8TDU5	VN1R17P	Putative vomeronasal receptor-like protein 4	-	-
275807	Q7Z601	GPR142	Probable G-protein coupled receptor 142	350383	Q86SL3; A4CYJ8; KEGG::350383
100379	O95294	RASAL1	RasGAP-activating-like protein 1	8437	Q96CC7; Q59H24; C9JFK5; Q52M03; F8VQX1; KEGG::8437
92089	Q86VH4	LRRTM4	Leucine-rich repeat transmembrane neuronal protein 4	80059	Q6ZT31; Q6UXJ7; Q4FZ98; Q9H9T0; B3KV11; KEGG::80059
77281	Q14332	FZD2	Frizzled-2	2535	Q86UZ8; Q0VG82; KEGG::2535
92087	Q9UI12	ATP6V1H	V-type proton ATPase subunit H	51606	Q9Y300; Q6PK44; B3KUZ7; B3KUZ7,Q9; B3KMR0; Q9H3E3; KEGG::51606
92085	Q96FW1	OTUB1	Ubiquitin thioesterase OTUB1	55611	Q9NXQ4; B3KUV5,Q9; B3KUV5; Q32Q78; Q9P0B8; Q96II3; KEGG::55611
92082	Q0IJ49; Q99640	PKMYT1	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	9088	B3KUN8; D3DUA4; Q7LE24; I3L1V2; F8W164; Q8TCM9; O14731; B4DXD4; KEGG::9088
92080	Q86YH2	ZNF280B	Zinc finger protein 280B	140883	B3KUN2; KEGG::140883
92081	Q9NX52	RHBDL2	Rhomboid-related protein 2; Rhomboid-related protein 2, N-terminal fragment; Rhomboid-related protein 2, C-terminal fragment	54933	Q8NER8; Q96E02; Q6P175; B3KUN4; B3KUN4,Q9; B9EH75; B2RNT3; KEGG::54933
86952	P08476; A4D1W7	INHBA	Inhibin beta A chain	3624	P08476,A4; Q14599; KEGG::3624
640816	Q32M78	ZNF699	Zinc finger protein 699	374879	Q8N9A1; KEGG::374879
640815	Q5TEC3	ZNF697	Zinc finger protein 697	90874	Q96IT2; KEGG::90874
640814	Q9H7X3	ZNF696	Zinc finger protein 696	79943	A0AVE2; KEGG::79943
640813	Q8IW36	ZNF695	Zinc finger protein 695	57116	Q7Z648; Q5T0N9; Q7Z2W8; Q5T0P1; Q5T0P3; KEGG::57116
640811	Q9BU19	ZNF692	Zinc finger protein 692	55657	Q5SRA5; Q5SRA6; Q9NW93; Q9NWY6; Q9UF97; Q9HBC9; B4DXZ0; KEGG::55657
640818	Q9H963	ZNF702P	Putative zinc finger protein 702	-	Q05BW1
344129	Q7Z7M0	MEGF8	Multiple epidermal growth factor-like domains protein 8	1954	A8KAY0; O75097; KEGG::1954
281223	Q8IYK4	GLT25D2	Procollagen galactosyltransferase 2	23127	Q9BZR0; O60327; KEGG::23127
281221	Q8NBJ5	GLT25D1	Procollagen galactosyltransferase 1	79709	Q8NC64; KEGG::79709
578125	Q2TAM9	TUSC1	Tumor suppressor candidate gene 1 protein	286319	Q86SS1; Q67GI3; A0PJ78; Q8TAH8; KEGG::286319
101028	P69849	NOMO3	Nodal modulator 3	408050	Q1LZN2; KEGG::408050
93358	Q9H0C1	ZMYND12	Zinc finger MYND domain-containing protein 12	84217	B4DX70; E9PFV0; Q96M51; Q8TC87; Q5VUS6; KEGG::84217
2734073	Q8N3P8	DKFZp572F2170	-	-	-
246412	Q9NSI2	FAM207A	Protein FAM207A	85395	KEGG::85395
246414	Q9UK61	FAM208A	Protein FAM208A	23272	A1L3A4; Q9UPP7; Q9H2F7; B5ME28; KEGG::23272
246417	Q5VWN6	FAM208B	Protein FAM208B	54906	Q2YD91; Q9H7A4; Q9NXA1; Q5VWN5; Q9H996; Q9H5J9; Q8IVG4; Q9BUZ7; Q6ZRQ8; KEGG::54906
246419	Q5JX71	FAM209A	Protein FAM209A	200232	Q05C43; KEGG::200232
2724959	Q59G22	-	-	-	-
2688235	Q96HB5	CCDC120	-	-	F5GZU4; B4DTU2; B4DFC1; A8K5Q5; B4DF24; KEGG::90060
135759	P34969	HTR7	5-hydroxytryptamine receptor 7	3363	B5BUP6; P78516; P34969,Q5; Q5VX02; Q5VX03; Q5VX01; P78372; P78336; KEGG::3363
91739	Q9UKN8	GTF3C4	General transcription factor 3C polypeptide 4	9329	Q9UKN8,B3; Q5VZJ7; B3KNH2; KEGG::9329
570330	Q86UV6	TRIM74	Tripartite motif-containing protein 74	378108	B7WP46; KEGG::378108
570333	O43715	TRIAP1	TP53-regulated inhibitor of apoptosis 1	51499	B2R4Z7; Q6LCA7; Q5RKS5; KEGG::51499
92572	O75030	MITF; MITF-C	Microphthalmia-associated transcription factor	4286	Q9P2Y8; Q8WYR3,O7; Q8WYR3; E9PFN0; Q14841; Q9P2V2; Q9P2V1; B4DNC7; D3K197; Q9P2V0; B4DJL2; KEGG::4286
57737	P32929	CTH	Cystathionine gamma-lyase	1491	Q9H4W8; B4E1R2; Q9H4W7; Q53FB3; Q53Y79; E9PDV0; KEGG::1491
2727374	Q5TBH8	GNPAT	-	-	-
171087	Q9UBV7	B4GALT7	Beta-1,4-galactosyltransferase 7; Xylosylprotein 4-beta-galactosyltransferase	11285	B3KN39; Q9UHN2; KEGG::11285
2725501	Q5H919	HTATSF1	-	-	-
394348	Q9H3D4	TP63	Tumor protein 63	8626	Q9P1B6; O75080; Q9UP27; Q9UP26; Q9UP28; Q6VFJ1; Q9UE10; Q9H3D3; Q9H3D2; Q6VFJ3; Q6VFJ2; Q7LDI3; Q7LDI5; O75922; Q9UBV9; O76078; Q6VH20; Q9P1B7; Q9NPH7; Q9P1B5; Q9P1B4; Q96KR0; O75195; Q9UP74; Q7LDI4; Q6VEG3; Q6VEG2; Q6VEG4; Q9H3P8; KEGG::8626
208113	P17302	GJA1	Gap junction alpha-1 protein	2697	Q9Y5I8; Q6FHU1; B2R5U9; KEGG::2697
640041	O95405	ZFYVE9	Zinc finger FYVE domain-containing protein 9	9372	Q5T0F6; Q5T0F7; Q9Y5R7; Q9UNE1; KEGG::9372
284303	O43593	HR	Protein hairless	55806	Q6GS30; Q9NPE1; Q96H33; KEGG::55806
556048	Q9NYW0	TAS2R10	Taste receptor type 2 member 10	50839	Q3MIM9; Q6NTD9; KEGG::50839
316285	Q9H9L4	KANSL2	KAT8 regulatory NSL complex subunit 2	54934	Q96CV0; Q9NX51; Q8N3B5; KEGG::54934
316281	Q7Z3B3	KANSL1	KAT8 regulatory NSL complex subunit 1	284058	Q9ULF3; Q9NTE7; A8K5E4; Q9UFT0; Q8IYH1; Q9BRH0; Q6AW85; KEGG::284058
88957	Q86Z14	KLB	Beta-klotho	152831	B4DYH5; Q2M3K8; Q86Z14,B4; KEGG::152831
88955	Q9UKQ9	KLK9	Kallikrein-9	284366	Q2XQG6; KEGG::284366
88954	P49862; P49862-1	KLK7	Kallikrein-7	5650	Q8N5N9; Q8NFV7; B4DHX9; A8K0U5; KEGG::5650
88951	P07288	KLK3	Prostate-specific antigen	354	Q86TG8; G3V0H4; Q16272; C9JXH3; Q546G3; Q15096,P0; Q15096; G3XAE3; KEGG::354
218898	Q16698	DECR1	2,4-dienoyl-CoA reductase, mitochondrial	1666	Q2M304; Q93085; KEGG::1666
533907	P01242	GH2	Growth hormone variant	2689	P09587; O14644; B1A4H7; B1A4H5; O14643; B1A4H7,P0; KEGG::2689
398748	Q86SE9	PCGF5	Polycomb group RING finger protein 5	84333	Q6PK47; B7Z892; D3DR33; Q86TD0; KEGG::84333
408281	Q99959	PKP2	Plakophilin-2	5318	Q99960; A0AV37; A0AV37,Q9; D3DUW9; Q4VC01; KEGG::5318
413902	P05186	ALPL	Alkaline phosphatase, tissue-nonspecific isozyme	249	Q6NZI8; Q59EJ7; B7Z387; B7Z4Y6; Q9UBK0; B2RMP8; Q5BKZ5; A1A4E7; Q5VTG5; Q8WU32; O75090; Q2TAI7; KEGG::249
183326	O00590	CCBP2	Chemokine-binding protein 2	1238	Q96A02; O00537; B2R8Y8; Q53YA1; Q86UN9; KEGG::1238
534833	Q9UIV8	SERPINB13	Serpin B13	5275	Q9HCX1; Q9UBW1; Q3MII2; A8K2Q8; Q9UKG0; KEGG::5275
177662	Q9UKL3	CASP8AP2	CASP8-associated protein 2	9994	Q9P2N1; Q9NZV9; Q6PH76; E1P553; Q9NUQ4; Q86YD9; A2RUB7; Q9Y563; Q7LCQ7; KEGG::9994
392134	Q96RA2	OR7D2	Olfactory receptor 7D2	162998	Q8N133; Q6IFJ7; KEGG::162998
392135	Q8NG98	OR7D4	Olfactory receptor 7D4	125958	A8CAH8; A8CAI0; B9EH79; KEGG::125958
392136	Q8NGA0	OR7G1	Olfactory receptor 7G1	125962	Q6IFJ5; Q96RA1; KEGG::125962
392137	Q8NG99	OR7G2	Olfactory receptor 7G2	390882	Q6IFJ4; Q96RA0; KEGG::390882
392130	O76100	OR7A10	Olfactory receptor 7A10	390892	Q6IFP0; Q96R97; KEGG::390892
392131	O14581	OR7A17	Olfactory receptor 7A17	26333	Q96R98; Q6IFQ6; KEGG::26333
392132	O76099	OR7C1	Olfactory receptor 7C1	26664	Q6IFP2; Q15621; Q96R94; KEGG::26664
392133	O60412	OR7C2	Olfactory receptor 7C2	26658	Q6IFP9; O43881; KEGG::26658
392138	Q8NG95	OR7G3	Olfactory receptor 7G3	390883	Q6IFJ6; Q96R99; KEGG::390883
529456	Q8IWL1	SFTPA2	Pulmonary surfactant-associated protein A2	729238	Q5RIR9; Q5RIR8; E3VLC7; E3VLC6; B2RXK9; E3VLC8; P07714; B2RXI6; E3VLC9; C9J9I7; A4QPA7; Q14DV3; KEGG::729238
2728944	Q6I9S2	SNW1	-	-	-
159373	Q8N3C0	ASCC3	Activating signal cointegrator 1 complex subunit 3	10973	Q8N3C0,Q9; Q5VTN2; Q4G1A0; Q9NTR0; Q9H1I9; E7EW23; O43738; Q9H5A2; KEGG::10973
107830	P11277	SPTB	Spectrin beta chain, erythrocytic	6710	Q15510; Q15519; Q59FP5; Q86TX9; KEGG::6710
159379	P50553	ASCL1	Achaete-scute homolog 1	429	Q9BQ30; A8K3C4; KEGG::429
347308	P26572	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	4245	A8K404; Q6IBE3; D3DWR1; KEGG::4245
212803	Q7Z388	DPY19L4	Protein dpy-19 homolog 4	286148	Q6ZW42; Q7Z329; Q6ZW32; KEGG::286148
212807	Q6ZN68	DPY19L2P2	Putative protein dpy-19 homolog 2-like 2	-	Q8ND62; Q8N9V4
212806	Q6NXN4	DPY19L2P1	Protein dpy-19 homolog 2-like 1	-	B4E2E3
310284	P48544	KCNJ5	G protein-activated inward rectifier potassium channel 4	3762	Q6DK13; B2R744; Q92807; P48544,B2; Q6DK14; KEGG::3762
310288	P48051	KCNJ6	G protein-activated inward rectifier potassium channel 2	3763	Q53WW6; Q3MJ74; KEGG::3763
185917	Q15517	CDSN	Corneodesmosin	1041	Q7LA71; Q9NPG5; O43509; Q9NP52; Q9UIP0; Q9NPE0; Q8N5P3; Q95IF9; Q9UBH8; Q9NRH8; Q9NRH4; Q9NRH5; Q9NRH6; Q9NRH7; Q9UIN6; Q9UIN7; Q5SQ85; B0S7V2; Q9UIN8; Q9UIN9; Q8IZU6; Q8IZU5; Q8IZU4; Q86Z04; Q5STD2; B0UYZ7; Q7LA70; KEGG::1041
49897	Q8WZ64	ARAP2	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2	116984	Q9Y4E4; Q4W5D2; Q7Z2L5; A7E2A5; Q96L70; Q96P49; KEGG::116984
49898	Q8WWN8	ARAP3	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3	64411	Q05CH1; Q9H7C1; D3DQE3; KEGG::64411
93488	P35236	PTPN7	Tyrosine-protein phosphatase non-receptor type 7	5778	Q9BV05; Q5SXQ0; Q5SXQ1; Q53XK4; B4DZD9; KEGG::5778
522847	P31213	SRD5A2	3-oxo-5-alpha-steroid 4-dehydrogenase 2	6716	Q2M1R4; Q9BYE6; B2RE87; KEGG::6716
314366	P05412	JUN	Transcription factor AP-1	3725	Q96G93; KEGG::3725
640891	Q6DD87	ZNF787	Zinc finger protein 787	126208	O00455; KEGG::126208
418638	P02810	PRH1; PRH2	Salivary acidic proline-rich phosphoprotein 1/2; Salivary acidic proline-rich phosphoprotein 1/2; Salivary acidic proline-rich phosphoprotein 3/4; Peptide P-C	5554; 5555	Q53XA2; Q4VBP2; A2VCM0; Q6P2F6; A3KN66; B2RMW2; A5D902; KEGG::5554; KEGG::5555
179299	P63098	PPP3R1	Calcineurin subunit B type 1	5534	Q53SL0; B5MDU4; B2RC10; P15117; P06705; Q08044; KEGG::5534
372110	Q9HCH0	NCKAP5L	Nck-associated protein 5-like	57701	Q71RH1; Q8N4W1; Q96HX2; Q2TB26; KEGG::57701
190762	A2RU37	C9orf170	Uncharacterized protein C9orf170	401535	KEGG::401535
